Name,Employee ID,Service Center,Date,Reweigh Total,Reweigh Captured,Reweigh Percentage
Natalie Hopkins,40497336,SHV,2023-08-14,6,3,0.5
Stacy Turner,73458833,DAL,2023-08-14,5,4,0.8
James Harris,90946995,FTW,2023-08-14,101,8,0.08
Sarah Cook,26413709,SHV,2023-08-14,2,1,0.5
Amy Escobar,24798974,SHV,2023-08-14,19,13,0.68
Latoya Salazar,67499931,OKC,2023-08-14,3,0,0.0
Brenda Anderson,19927556,SHV,2023-08-14,0,0,
Rachel Williams,82865659,FTW,2023-08-14,64,60,0.94
Dana Stewart,60786305,STX,2023-08-14,13,4,0.31
Sandra Harris,96132022,DAL,2023-08-14,10,7,0.7
James Roach,20716601,STX,2023-08-14,24,5,0.21
Anna Arnold,66814478,DAL,2023-08-14,12,5,0.42
Jose Mendoza,69637807,HOU,2023-08-14,68,5,0.07
Charles Lloyd,98201322,OKC,2023-08-14,4,2,0.5
Sheryl Hill,34639709,DAL,2023-08-14,11,6,0.55
David Murray,6339396,DAL,2023-08-14,4,0,0.0
Patricia Jackson,39617078,SHV,2023-08-14,7,0,0.0
Jordan Riggs,45897467,DAL,2023-08-14,48,2,0.04
Gregory Stewart,4886122,HOU,2023-08-14,3,0,0.0
Mark Collier,9309564,OKC,2023-08-14,37,28,0.76
Lauren Singleton,42856486,STX,2023-08-14,19,15,0.79
Ronald Duarte,50493362,SHV,2023-08-14,10,2,0.2
John White,93384238,STX,2023-08-14,3,0,0.0
Sandra Hopkins,48756022,DAL,2023-08-14,46,36,0.78
Jill Perez,18947956,DAL,2023-08-14,46,4,0.09
John Jones,77743148,HOU,2023-08-14,21,0,0.0
Valerie Martinez,11650492,FTW,2023-08-14,5,4,0.8
Chelsea Maddox,66295315,STX,2023-08-14,107,96,0.9
Chase Hammond,23514686,FTW,2023-08-14,22,7,0.32
Dorothy Mcbride,83218580,DAL,2023-08-14,23,10,0.43
Barbara Ryan,17568007,DAL,2023-08-14,2,1,0.5
Lynn Hawkins,87449731,HOU,2023-08-14,19,1,0.05
Clarence Gonzalez,2392005,HOU,2023-08-14,78,57,0.73
Anna Smith,2526554,FTW,2023-08-14,40,1,0.02
Peggy Tate,30840273,FTW,2023-08-14,51,12,0.24
Matthew Miles,88643207,FTW,2023-08-14,14,10,0.71
Ruth Hansen,26410811,OKC,2023-08-14,19,17,0.89
Melissa Jones,92375666,FTW,2023-08-14,21,11,0.52
Jose Lloyd,56962859,FTW,2023-08-14,9,4,0.44
Travis Hernandez,31868090,DAL,2023-08-14,3,2,0.67
Elaine Flores,82308356,OKC,2023-08-14,20,1,0.05
Kiara Williams,9364733,FTW,2023-08-14,3,1,0.33
Erin Johnson,47665349,HOU,2023-08-14,4,0,0.0
Kimberly Lawson,16559716,SHV,2023-08-14,3,3,1.0
Mary Watson,6002164,HOU,2023-08-14,18,14,0.78
David Newton,67750878,STX,2023-08-14,11,2,0.18
Rachel Parsons,26264579,FTW,2023-08-14,13,11,0.85
Karen Mathis,27600905,HOU,2023-08-14,2,1,0.5
Jennifer Bowman,59486462,FTW,2023-08-14,41,9,0.22
Patrick Small,39057094,HOU,2023-08-14,27,15,0.56
Jeremy Fry,1481337,STX,2023-08-14,7,2,0.29
Denise Sanchez,58873729,SHV,2023-08-14,47,2,0.04
Miranda West,46967111,STX,2023-08-14,5,2,0.4
Jose Carroll,34218855,FTW,2023-08-14,17,7,0.41
Roberto Alexander,57320968,FTW,2023-08-14,24,16,0.67
Colin King,27389471,OKC,2023-08-14,7,3,0.43
Ethan Gallegos,3536701,HOU,2023-08-14,58,10,0.17
Brittany Webb,37390235,FTW,2023-08-14,1,1,1.0
Austin Herrera,60256606,STX,2023-08-14,9,4,0.44
Bryan Pham,7886301,STX,2023-08-14,27,15,0.56
Brian Taylor,75222115,FTW,2023-08-14,5,5,1.0
Jennifer Brown,57107385,DAL,2023-08-14,84,41,0.49
Tiffany Smith,69716341,SHV,2023-08-14,6,0,0.0
Kristy Jacobs,68190334,HOU,2023-08-14,25,25,1.0
Tony Powell,20879496,DAL,2023-08-14,22,22,1.0
Brandon Moreno,4793547,DAL,2023-08-14,27,0,0.0
Anna Nelson,14325942,SHV,2023-08-14,20,4,0.2
Jacob Carr,74843235,DAL,2023-08-14,111,58,0.52
Pamela Maldonado,81354516,STX,2023-08-14,0,0,
Ryan Porter,34435132,OKC,2023-08-14,29,18,0.62
Hunter Munoz,80766757,OKC,2023-08-14,11,5,0.45
James Bartlett,92131686,OKC,2023-08-14,7,7,1.0
John Woodward,43839176,DAL,2023-08-14,58,12,0.21
Tina Brown,60561543,DAL,2023-08-14,0,0,
Tina Hernandez,72195856,STX,2023-08-14,1,1,1.0
Monique Ray,64606888,HOU,2023-08-14,30,24,0.8
Dave Graham,11267032,STX,2023-08-14,35,28,0.8
Timothy Mccormick,12800401,STX,2023-08-14,3,2,0.67
Adam Farmer,43978655,DAL,2023-08-14,41,40,0.98
Chris Madden,94850672,OKC,2023-08-14,28,26,0.93
Daniel Ibarra,42835825,HOU,2023-08-14,9,5,0.56
Gary Jennings,17112032,DAL,2023-08-14,12,11,0.92
Tracy Johnson,8933606,STX,2023-08-14,90,43,0.48
Sara Davis,40994287,FTW,2023-08-14,29,17,0.59
Michael Gonzales,94497229,DAL,2023-08-14,5,2,0.4
Michael Leach,87179195,STX,2023-08-14,1,0,0.0
Mark Flowers,41639238,HOU,2023-08-14,6,0,0.0
Janice Farmer,97058780,STX,2023-08-14,4,3,0.75
Jacob Hood,31301588,FTW,2023-08-14,62,11,0.18
Elizabeth Stevenson,94871444,STX,2023-08-14,38,29,0.76
Tanner Romero,34636635,SHV,2023-08-14,25,20,0.8
Karen Wells,69335321,FTW,2023-08-14,27,17,0.63
Erik Thompson,49016266,HOU,2023-08-14,13,8,0.62
Rhonda Brooks,13604223,OKC,2023-08-14,20,20,1.0
Brandon Harrell,33123179,SHV,2023-08-14,29,21,0.72
Caitlin George,47685118,HOU,2023-08-14,33,24,0.73
Eric Jackson,53018010,SHV,2023-08-14,8,3,0.38
Thomas Cummings,57246918,FTW,2023-08-14,21,14,0.67
Heather Fuller,16604091,STX,2023-08-14,1,0,0.0
Jimmy Ruiz,63589781,SHV,2023-08-14,1,0,0.0
Veronica Powell,36801459,OKC,2023-08-14,5,1,0.2
Wanda Stanton,4154277,STX,2023-08-14,19,18,0.95
Tami Cooke,14858504,DAL,2023-08-14,24,19,0.79
Lori Glover,31638930,FTW,2023-08-14,35,5,0.14
Cassandra Mckinney,6676986,FTW,2023-08-14,9,9,1.0
Amanda Edwards,65745320,OKC,2023-08-14,13,8,0.62
Stephanie Williams,94908655,STX,2023-08-14,33,25,0.76
Sean Jensen,35869513,OKC,2023-08-14,4,4,1.0
Vicki Lucas,12893340,DAL,2023-08-14,10,6,0.6
Chris Strong,75702629,HOU,2023-08-14,11,9,0.82
Melody Morris,47601713,STX,2023-08-14,59,7,0.12
Brent Farmer,88724736,HOU,2023-08-14,43,23,0.53
Kaitlyn Riley,59208620,FTW,2023-08-14,1,0,0.0
Hunter Woods,75028321,DAL,2023-08-14,61,16,0.26
Jared Brown,52539361,FTW,2023-08-14,11,4,0.36
Tammy Martinez,70842924,DAL,2023-08-14,34,33,0.97
Amy Griffin,18363974,FTW,2023-08-14,3,0,0.0
Susan Carlson,16135607,OKC,2023-08-14,46,21,0.46
Aaron Gaines,52252216,SHV,2023-08-14,45,30,0.67
Jacob Mccormick,72130366,SHV,2023-08-14,25,14,0.56
Timothy Doyle,7543154,FTW,2023-08-14,23,13,0.57
Alexandria Bass,21931263,SHV,2023-08-14,1,1,1.0
Monique Davis,39583203,STX,2023-08-14,104,2,0.02
James Rhodes,91962453,FTW,2023-08-14,7,7,1.0
Matthew Sanchez,96730712,FTW,2023-08-14,2,2,1.0
Seth Tran,26028559,SHV,2023-08-14,12,1,0.08
Jacob Taylor,82557048,SHV,2023-08-14,2,0,0.0
David West,97218182,FTW,2023-08-14,27,23,0.85
Christina Hernandez,73867417,OKC,2023-08-14,5,1,0.2
James Montoya,80808297,SHV,2023-08-14,11,6,0.55
James Cook,28080912,HOU,2023-08-14,13,4,0.31
Lisa Cox,85448011,OKC,2023-08-14,32,30,0.94
James Thompson,54275980,SHV,2023-08-14,25,22,0.88
Brandy Miller,17426573,DAL,2023-08-14,46,30,0.65
Matthew Smith,33080142,STX,2023-08-14,15,1,0.07
Jeffrey Smith,83152142,STX,2023-08-14,3,0,0.0
Bobby Cummings,30700646,HOU,2023-08-14,11,11,1.0
Sean Robertson,63184988,HOU,2023-08-14,8,7,0.88
Tammy Harris,75592235,STX,2023-08-14,22,19,0.86
Victoria Carlson,64573636,STX,2023-08-14,10,8,0.8
Ryan Brown,56185271,FTW,2023-08-14,0,0,
Benjamin Stephens,34036186,DAL,2023-08-14,17,4,0.24
Douglas Nelson,7837865,OKC,2023-08-14,1,1,1.0
Monica Saunders,77624219,STX,2023-08-14,57,54,0.95
Anne French,35660979,DAL,2023-08-14,21,3,0.14
Brian Fisher,76391571,DAL,2023-08-14,100,25,0.25
Jeanne Williamson,71039737,DAL,2023-08-14,7,5,0.71
Douglas Nichols,77270999,SHV,2023-08-15,6,0,0.0
David Ford,9977034,FTW,2023-08-15,22,4,0.18
Sean Obrien,15537511,HOU,2023-08-15,15,6,0.4
Natalie Hopkins,40497336,SHV,2023-08-15,60,8,0.13
Stacy Turner,73458833,DAL,2023-08-15,8,3,0.38
James Harris,90946995,FTW,2023-08-15,38,19,0.5
Sarah Cook,26413709,SHV,2023-08-15,4,2,0.5
Amy Escobar,24798974,SHV,2023-08-15,15,7,0.47
Latoya Salazar,67499931,OKC,2023-08-15,20,2,0.1
Brenda Anderson,19927556,SHV,2023-08-15,2,1,0.5
Rachel Williams,82865659,FTW,2023-08-15,22,12,0.55
Dana Stewart,60786305,STX,2023-08-15,15,5,0.33
Sandra Harris,96132022,DAL,2023-08-15,41,3,0.07
James Roach,20716601,STX,2023-08-15,76,23,0.3
Anna Arnold,66814478,DAL,2023-08-15,2,2,1.0
Jose Mendoza,69637807,HOU,2023-08-15,5,5,1.0
Charles Lloyd,98201322,OKC,2023-08-15,42,33,0.79
Sheryl Hill,34639709,DAL,2023-08-15,12,7,0.58
David Murray,6339396,DAL,2023-08-15,6,0,0.0
Patricia Jackson,39617078,SHV,2023-08-15,48,9,0.19
Jordan Riggs,45897467,DAL,2023-08-15,13,1,0.08
Gregory Stewart,4886122,HOU,2023-08-15,20,17,0.85
Mark Collier,9309564,OKC,2023-08-15,17,6,0.35
Lauren Singleton,42856486,STX,2023-08-15,38,1,0.03
Ronald Duarte,50493362,SHV,2023-08-15,3,2,0.67
John White,93384238,STX,2023-08-15,1,1,1.0
Sandra Hopkins,48756022,DAL,2023-08-15,16,14,0.88
Jill Perez,18947956,DAL,2023-08-15,12,2,0.17
John Jones,77743148,HOU,2023-08-15,14,8,0.57
Valerie Martinez,11650492,FTW,2023-08-15,59,15,0.25
Chelsea Maddox,66295315,STX,2023-08-15,13,4,0.31
Chase Hammond,23514686,FTW,2023-08-15,11,9,0.82
Dorothy Mcbride,83218580,DAL,2023-08-15,20,8,0.4
Barbara Ryan,17568007,DAL,2023-08-15,28,27,0.96
Lynn Hawkins,87449731,HOU,2023-08-15,55,40,0.73
Clarence Gonzalez,2392005,HOU,2023-08-15,40,27,0.68
Anna Smith,2526554,FTW,2023-08-15,4,1,0.25
Peggy Tate,30840273,FTW,2023-08-15,0,0,
Matthew Miles,88643207,FTW,2023-08-15,7,0,0.0
Ruth Hansen,26410811,OKC,2023-08-15,10,4,0.4
Melissa Jones,92375666,FTW,2023-08-15,17,17,1.0
Jose Lloyd,56962859,FTW,2023-08-15,4,0,0.0
Travis Hernandez,31868090,DAL,2023-08-15,40,18,0.45
Elaine Flores,82308356,OKC,2023-08-15,4,0,0.0
Kiara Williams,9364733,FTW,2023-08-15,62,23,0.37
Erin Johnson,47665349,HOU,2023-08-15,59,49,0.83
Kimberly Lawson,16559716,SHV,2023-08-15,9,0,0.0
Mary Watson,6002164,HOU,2023-08-15,35,27,0.77
David Newton,67750878,STX,2023-08-15,1,0,0.0
Rachel Parsons,26264579,FTW,2023-08-15,6,2,0.33
Karen Mathis,27600905,HOU,2023-08-15,8,5,0.62
Jennifer Bowman,59486462,FTW,2023-08-15,13,5,0.38
Patrick Small,39057094,HOU,2023-08-15,11,3,0.27
Jeremy Fry,1481337,STX,2023-08-15,2,0,0.0
Denise Sanchez,58873729,SHV,2023-08-15,23,17,0.74
Miranda West,46967111,STX,2023-08-15,13,0,0.0
Jose Carroll,34218855,FTW,2023-08-15,86,57,0.66
Roberto Alexander,57320968,FTW,2023-08-15,7,2,0.29
Colin King,27389471,OKC,2023-08-15,14,7,0.5
Ethan Gallegos,3536701,HOU,2023-08-15,66,14,0.21
Brittany Webb,37390235,FTW,2023-08-15,17,14,0.82
Austin Herrera,60256606,STX,2023-08-15,10,0,0.0
Bryan Pham,7886301,STX,2023-08-15,21,20,0.95
Brian Taylor,75222115,FTW,2023-08-15,9,8,0.89
Jennifer Brown,57107385,DAL,2023-08-15,17,9,0.53
Tiffany Smith,69716341,SHV,2023-08-15,4,2,0.5
Kristy Jacobs,68190334,HOU,2023-08-15,2,2,1.0
Tony Powell,20879496,DAL,2023-08-15,4,4,1.0
Brandon Moreno,4793547,DAL,2023-08-15,94,65,0.69
Anna Nelson,14325942,SHV,2023-08-15,10,1,0.1
Jacob Carr,74843235,DAL,2023-08-15,50,10,0.2
Pamela Maldonado,81354516,STX,2023-08-15,32,2,0.06
Ryan Porter,34435132,OKC,2023-08-15,3,3,1.0
Hunter Munoz,80766757,OKC,2023-08-15,68,50,0.74
James Bartlett,92131686,OKC,2023-08-15,39,1,0.03
John Woodward,43839176,DAL,2023-08-15,92,39,0.42
Tina Brown,60561543,DAL,2023-08-15,1,1,1.0
Tina Hernandez,72195856,STX,2023-08-15,13,3,0.23
Monique Ray,64606888,HOU,2023-08-15,30,29,0.97
Dave Graham,11267032,STX,2023-08-15,5,2,0.4
Timothy Mccormick,12800401,STX,2023-08-15,10,3,0.3
Adam Farmer,43978655,DAL,2023-08-15,48,42,0.88
Chris Madden,94850672,OKC,2023-08-15,79,27,0.34
Daniel Ibarra,42835825,HOU,2023-08-15,1,0,0.0
Gary Jennings,17112032,DAL,2023-08-15,50,33,0.66
Tracy Johnson,8933606,STX,2023-08-15,25,5,0.2
Sara Davis,40994287,FTW,2023-08-15,1,0,0.0
Michael Gonzales,94497229,DAL,2023-08-15,38,3,0.08
Michael Leach,87179195,STX,2023-08-15,13,7,0.54
Mark Flowers,41639238,HOU,2023-08-15,12,6,0.5
Janice Farmer,97058780,STX,2023-08-15,3,0,0.0
Jacob Hood,31301588,FTW,2023-08-15,21,8,0.38
Elizabeth Stevenson,94871444,STX,2023-08-15,1,0,0.0
Tanner Romero,34636635,SHV,2023-08-15,4,4,1.0
Karen Wells,69335321,FTW,2023-08-15,14,9,0.64
Erik Thompson,49016266,HOU,2023-08-15,12,10,0.83
Rhonda Brooks,13604223,OKC,2023-08-15,53,39,0.74
Brandon Harrell,33123179,SHV,2023-08-15,34,30,0.88
Caitlin George,47685118,HOU,2023-08-15,9,5,0.56
Eric Jackson,53018010,SHV,2023-08-15,17,7,0.41
Thomas Cummings,57246918,FTW,2023-08-15,5,2,0.4
Heather Fuller,16604091,STX,2023-08-15,25,23,0.92
Jimmy Ruiz,63589781,SHV,2023-08-15,21,4,0.19
Veronica Powell,36801459,OKC,2023-08-15,50,41,0.82
Wanda Stanton,4154277,STX,2023-08-15,3,0,0.0
Tami Cooke,14858504,DAL,2023-08-15,24,3,0.12
Lori Glover,31638930,FTW,2023-08-15,1,0,0.0
Cassandra Mckinney,6676986,FTW,2023-08-15,13,12,0.92
Amanda Edwards,65745320,OKC,2023-08-15,46,25,0.54
Stephanie Williams,94908655,STX,2023-08-15,25,8,0.32
Sean Jensen,35869513,OKC,2023-08-15,5,4,0.8
Vicki Lucas,12893340,DAL,2023-08-15,8,6,0.75
Chris Strong,75702629,HOU,2023-08-15,22,8,0.36
Melody Morris,47601713,STX,2023-08-15,2,0,0.0
Brent Farmer,88724736,HOU,2023-08-15,51,32,0.63
Kaitlyn Riley,59208620,FTW,2023-08-15,30,16,0.53
Hunter Woods,75028321,DAL,2023-08-15,37,25,0.68
Jared Brown,52539361,FTW,2023-08-15,26,24,0.92
Tammy Martinez,70842924,DAL,2023-08-15,12,9,0.75
Amy Griffin,18363974,FTW,2023-08-15,12,9,0.75
Susan Carlson,16135607,OKC,2023-08-15,6,6,1.0
Aaron Gaines,52252216,SHV,2023-08-15,55,37,0.67
Jacob Mccormick,72130366,SHV,2023-08-15,33,0,0.0
Timothy Doyle,7543154,FTW,2023-08-15,14,7,0.5
Alexandria Bass,21931263,SHV,2023-08-15,15,8,0.53
Monique Davis,39583203,STX,2023-08-15,48,24,0.5
James Rhodes,91962453,FTW,2023-08-15,96,32,0.33
Matthew Sanchez,96730712,FTW,2023-08-15,37,14,0.38
Seth Tran,26028559,SHV,2023-08-15,11,7,0.64
Jacob Taylor,82557048,SHV,2023-08-15,10,5,0.5
David West,97218182,FTW,2023-08-15,33,27,0.82
Christina Hernandez,73867417,OKC,2023-08-15,36,4,0.11
James Montoya,80808297,SHV,2023-08-15,9,0,0.0
James Cook,28080912,HOU,2023-08-15,7,3,0.43
Lisa Cox,85448011,OKC,2023-08-15,15,8,0.53
James Thompson,54275980,SHV,2023-08-15,46,43,0.93
Brandy Miller,17426573,DAL,2023-08-15,60,38,0.63
Matthew Smith,33080142,STX,2023-08-15,43,40,0.93
Jeffrey Smith,83152142,STX,2023-08-15,0,0,
Bobby Cummings,30700646,HOU,2023-08-15,44,3,0.07
Sean Robertson,63184988,HOU,2023-08-15,16,1,0.06
Tammy Harris,75592235,STX,2023-08-15,38,32,0.84
Victoria Carlson,64573636,STX,2023-08-15,2,0,0.0
Ryan Brown,56185271,FTW,2023-08-15,53,23,0.43
Benjamin Stephens,34036186,DAL,2023-08-15,8,1,0.12
Douglas Nelson,7837865,OKC,2023-08-15,61,45,0.74
Monica Saunders,77624219,STX,2023-08-15,2,1,0.5
Anne French,35660979,DAL,2023-08-15,85,15,0.18
Brian Fisher,76391571,DAL,2023-08-15,21,18,0.86
Jeanne Williamson,71039737,DAL,2023-08-15,1,0,0.0
Douglas Nichols,77270999,SHV,2023-08-16,38,32,0.84
David Ford,9977034,FTW,2023-08-16,11,8,0.73
Sean Obrien,15537511,HOU,2023-08-16,4,2,0.5
Natalie Hopkins,40497336,SHV,2023-08-16,10,8,0.8
Stacy Turner,73458833,DAL,2023-08-16,35,34,0.97
James Harris,90946995,FTW,2023-08-16,2,1,0.5
Sarah Cook,26413709,SHV,2023-08-16,0,0,
Amy Escobar,24798974,SHV,2023-08-16,56,53,0.95
Latoya Salazar,67499931,OKC,2023-08-16,57,4,0.07
Brenda Anderson,19927556,SHV,2023-08-16,3,3,1.0
Rachel Williams,82865659,FTW,2023-08-16,7,2,0.29
Dana Stewart,60786305,STX,2023-08-16,15,15,1.0
Sandra Harris,96132022,DAL,2023-08-16,11,9,0.82
James Roach,20716601,STX,2023-08-16,8,4,0.5
Anna Arnold,66814478,DAL,2023-08-16,79,65,0.82
Jose Mendoza,69637807,HOU,2023-08-16,1,1,1.0
Charles Lloyd,98201322,OKC,2023-08-16,46,14,0.3
Sheryl Hill,34639709,DAL,2023-08-16,24,18,0.75
David Murray,6339396,DAL,2023-08-16,1,1,1.0
Patricia Jackson,39617078,SHV,2023-08-16,6,3,0.5
Jordan Riggs,45897467,DAL,2023-08-16,4,0,0.0
Gregory Stewart,4886122,HOU,2023-08-16,24,0,0.0
Mark Collier,9309564,OKC,2023-08-16,17,6,0.35
Lauren Singleton,42856486,STX,2023-08-16,42,25,0.6
Ronald Duarte,50493362,SHV,2023-08-16,0,0,
John White,93384238,STX,2023-08-16,27,20,0.74
Sandra Hopkins,48756022,DAL,2023-08-16,62,45,0.73
Jill Perez,18947956,DAL,2023-08-16,7,5,0.71
John Jones,77743148,HOU,2023-08-16,3,3,1.0
Valerie Martinez,11650492,FTW,2023-08-16,13,10,0.77
Chelsea Maddox,66295315,STX,2023-08-16,1,0,0.0
Chase Hammond,23514686,FTW,2023-08-16,98,68,0.69
Dorothy Mcbride,83218580,DAL,2023-08-16,5,4,0.8
Barbara Ryan,17568007,DAL,2023-08-16,11,4,0.36
Lynn Hawkins,87449731,HOU,2023-08-16,1,1,1.0
Clarence Gonzalez,2392005,HOU,2023-08-16,13,11,0.85
Anna Smith,2526554,FTW,2023-08-16,4,0,0.0
Peggy Tate,30840273,FTW,2023-08-16,22,22,1.0
Matthew Miles,88643207,FTW,2023-08-16,5,2,0.4
Ruth Hansen,26410811,OKC,2023-08-16,2,0,0.0
Melissa Jones,92375666,FTW,2023-08-16,10,9,0.9
Jose Lloyd,56962859,FTW,2023-08-16,0,0,
Travis Hernandez,31868090,DAL,2023-08-16,26,13,0.5
Elaine Flores,82308356,OKC,2023-08-16,72,49,0.68
Kiara Williams,9364733,FTW,2023-08-16,29,19,0.66
Erin Johnson,47665349,HOU,2023-08-16,7,7,1.0
Kimberly Lawson,16559716,SHV,2023-08-16,16,6,0.38
Mary Watson,6002164,HOU,2023-08-16,13,10,0.77
David Newton,67750878,STX,2023-08-16,7,5,0.71
Rachel Parsons,26264579,FTW,2023-08-16,16,7,0.44
Karen Mathis,27600905,HOU,2023-08-16,47,21,0.45
Jennifer Bowman,59486462,FTW,2023-08-16,32,12,0.38
Patrick Small,39057094,HOU,2023-08-16,46,42,0.91
Jeremy Fry,1481337,STX,2023-08-16,72,52,0.72
Denise Sanchez,58873729,SHV,2023-08-16,4,0,0.0
Miranda West,46967111,STX,2023-08-16,5,2,0.4
Jose Carroll,34218855,FTW,2023-08-16,35,23,0.66
Roberto Alexander,57320968,FTW,2023-08-16,2,2,1.0
Colin King,27389471,OKC,2023-08-16,0,0,
Ethan Gallegos,3536701,HOU,2023-08-16,4,0,0.0
Brittany Webb,37390235,FTW,2023-08-16,7,3,0.43
Austin Herrera,60256606,STX,2023-08-16,11,7,0.64
Bryan Pham,7886301,STX,2023-08-16,9,8,0.89
Brian Taylor,75222115,FTW,2023-08-16,0,0,
Jennifer Brown,57107385,DAL,2023-08-16,12,8,0.67
Tiffany Smith,69716341,SHV,2023-08-16,12,3,0.25
Kristy Jacobs,68190334,HOU,2023-08-16,48,17,0.35
Tony Powell,20879496,DAL,2023-08-16,4,2,0.5
Brandon Moreno,4793547,DAL,2023-08-16,59,5,0.08
Anna Nelson,14325942,SHV,2023-08-16,1,0,0.0
Jacob Carr,74843235,DAL,2023-08-16,24,9,0.38
Pamela Maldonado,81354516,STX,2023-08-16,14,14,1.0
Ryan Porter,34435132,OKC,2023-08-16,15,1,0.07
Hunter Munoz,80766757,OKC,2023-08-16,41,25,0.61
James Bartlett,92131686,OKC,2023-08-16,56,31,0.55
John Woodward,43839176,DAL,2023-08-16,19,7,0.37
Tina Brown,60561543,DAL,2023-08-16,1,1,1.0
Tina Hernandez,72195856,STX,2023-08-16,68,17,0.25
Monique Ray,64606888,HOU,2023-08-16,3,1,0.33
Dave Graham,11267032,STX,2023-08-16,7,6,0.86
Timothy Mccormick,12800401,STX,2023-08-16,21,21,1.0
Adam Farmer,43978655,DAL,2023-08-16,27,11,0.41
Chris Madden,94850672,OKC,2023-08-16,5,4,0.8
Daniel Ibarra,42835825,HOU,2023-08-16,44,14,0.32
Gary Jennings,17112032,DAL,2023-08-16,16,8,0.5
Tracy Johnson,8933606,STX,2023-08-16,1,0,0.0
Sara Davis,40994287,FTW,2023-08-16,80,4,0.05
Michael Gonzales,94497229,DAL,2023-08-16,0,0,
Michael Leach,87179195,STX,2023-08-16,42,13,0.31
Mark Flowers,41639238,HOU,2023-08-16,5,1,0.2
Janice Farmer,97058780,STX,2023-08-16,2,1,0.5
Jacob Hood,31301588,FTW,2023-08-16,12,5,0.42
Elizabeth Stevenson,94871444,STX,2023-08-16,18,11,0.61
Tanner Romero,34636635,SHV,2023-08-16,0,0,
Karen Wells,69335321,FTW,2023-08-16,2,2,1.0
Erik Thompson,49016266,HOU,2023-08-16,22,12,0.55
Rhonda Brooks,13604223,OKC,2023-08-16,4,3,0.75
Brandon Harrell,33123179,SHV,2023-08-16,10,3,0.3
Caitlin George,47685118,HOU,2023-08-16,6,2,0.33
Eric Jackson,53018010,SHV,2023-08-16,10,1,0.1
Thomas Cummings,57246918,FTW,2023-08-16,25,15,0.6
Heather Fuller,16604091,STX,2023-08-16,104,96,0.92
Jimmy Ruiz,63589781,SHV,2023-08-16,13,11,0.85
Veronica Powell,36801459,OKC,2023-08-16,38,23,0.61
Wanda Stanton,4154277,STX,2023-08-16,63,39,0.62
Tami Cooke,14858504,DAL,2023-08-16,23,7,0.3
Lori Glover,31638930,FTW,2023-08-16,2,0,0.0
Cassandra Mckinney,6676986,FTW,2023-08-16,13,2,0.15
Amanda Edwards,65745320,OKC,2023-08-16,3,2,0.67
Stephanie Williams,94908655,STX,2023-08-16,26,12,0.46
Sean Jensen,35869513,OKC,2023-08-16,10,7,0.7
Vicki Lucas,12893340,DAL,2023-08-16,23,23,1.0
Chris Strong,75702629,HOU,2023-08-16,27,26,0.96
Melody Morris,47601713,STX,2023-08-16,86,75,0.87
Brent Farmer,88724736,HOU,2023-08-16,4,2,0.5
Kaitlyn Riley,59208620,FTW,2023-08-16,11,11,1.0
Hunter Woods,75028321,DAL,2023-08-16,2,2,1.0
Jared Brown,52539361,FTW,2023-08-16,5,4,0.8
Tammy Martinez,70842924,DAL,2023-08-16,74,39,0.53
Amy Griffin,18363974,FTW,2023-08-16,57,32,0.56
Susan Carlson,16135607,OKC,2023-08-16,27,4,0.15
Aaron Gaines,52252216,SHV,2023-08-16,72,55,0.76
Jacob Mccormick,72130366,SHV,2023-08-16,14,14,1.0
Timothy Doyle,7543154,FTW,2023-08-16,4,3,0.75
Alexandria Bass,21931263,SHV,2023-08-16,22,11,0.5
Monique Davis,39583203,STX,2023-08-16,19,9,0.47
James Rhodes,91962453,FTW,2023-08-16,16,12,0.75
Matthew Sanchez,96730712,FTW,2023-08-16,24,7,0.29
Seth Tran,26028559,SHV,2023-08-16,27,3,0.11
Jacob Taylor,82557048,SHV,2023-08-16,23,23,1.0
David West,97218182,FTW,2023-08-16,41,24,0.59
Christina Hernandez,73867417,OKC,2023-08-16,4,2,0.5
James Montoya,80808297,SHV,2023-08-16,3,0,0.0
James Cook,28080912,HOU,2023-08-16,9,8,0.89
Lisa Cox,85448011,OKC,2023-08-16,1,1,1.0
James Thompson,54275980,SHV,2023-08-16,51,4,0.08
Brandy Miller,17426573,DAL,2023-08-16,31,7,0.23
Matthew Smith,33080142,STX,2023-08-16,64,37,0.58
Jeffrey Smith,83152142,STX,2023-08-16,17,0,0.0
Bobby Cummings,30700646,HOU,2023-08-16,6,0,0.0
Sean Robertson,63184988,HOU,2023-08-16,25,24,0.96
Tammy Harris,75592235,STX,2023-08-16,49,48,0.98
Victoria Carlson,64573636,STX,2023-08-16,22,0,0.0
Ryan Brown,56185271,FTW,2023-08-16,5,3,0.6
Benjamin Stephens,34036186,DAL,2023-08-16,23,13,0.57
Douglas Nelson,7837865,OKC,2023-08-16,100,6,0.06
Monica Saunders,77624219,STX,2023-08-16,0,0,
Anne French,35660979,DAL,2023-08-16,16,15,0.94
Brian Fisher,76391571,DAL,2023-08-16,48,20,0.42
Jeanne Williamson,71039737,DAL,2023-08-16,12,9,0.75
Douglas Nichols,77270999,SHV,2023-08-17,79,0,0.0
David Ford,9977034,FTW,2023-08-17,19,16,0.84
Sean Obrien,15537511,HOU,2023-08-17,79,49,0.62
Natalie Hopkins,40497336,SHV,2023-08-17,64,56,0.88
