Name,Employee ID,Service Center,Date,Bills per Hour,Handled Shipments,Damaged,First Punch to Scan,First Scan to Punch,Second Punch to Scan,Second Scan to Punch,Dock Time
Michael Leach,87179195,STX,2023-08-24,1.0,4,1,9,3,8,8,4.0
Mark Flowers,41639238,HOU,2023-08-24,10.8,115,0,3,15,23,24,10.65
Janice Farmer,97058780,STX,2023-08-24,6.2,49,2,9,15,68,48,7.9
Jacob Hood,31301588,FTW,2023-08-24,7.7,34,1,19,17,10,15,4.42
Elizabeth Stevenson,94871444,STX,2023-08-24,9.4,57,1,9,2,3,7,6.06
Tanner Romero,34636635,SHV,2023-08-24,4.2,32,1,2,7,4,3,7.62
Karen Wells,69335321,FTW,2023-08-24,10.6,28,0,13,2,4,4,2.64
Erik Thompson,49016266,HOU,2023-08-24,7.2,62,0,5,16,17,14,8.61
Rhonda Brooks,13604223,OKC,2023-08-24,1.2,11,0,6,6,5,13,9.17
Brandon Harrell,33123179,SHV,2023-08-24,5.3,42,1,3,12,12,8,7.92
Caitlin George,47685118,HOU,2023-08-24,9.0,34,1,18,18,15,13,3.78
Eric Jackson,53018010,SHV,2023-08-24,5.9,28,0,13,10,12,6,4.75
Thomas Cummings,57246918,FTW,2023-08-24,8.4,29,0,4,10,7,8,3.45
Heather Fuller,16604091,STX,2023-08-24,9.9,21,0,3,3,13,59,2.12
Jimmy Ruiz,63589781,SHV,2023-08-24,6.4,67,1,34,65,31,19,10.47
Veronica Powell,36801459,OKC,2023-08-24,5.3,52,1,7,13,11,3,9.81
Wanda Stanton,4154277,STX,2023-08-24,5.9,41,0,17,2,17,13,6.95
Tami Cooke,14858504,DAL,2023-08-24,9.2,72,0,3,9,10,11,7.83
Lori Glover,31638930,FTW,2023-08-24,4.7,41,1,7,11,17,9,8.72
Cassandra Mckinney,6676986,FTW,2023-08-24,0.9,4,0,5,6,8,11,4.44
Amanda Edwards,65745320,OKC,2023-08-24,1.9,16,0,7,2,16,7,8.42
Stephanie Williams,94908655,STX,2023-08-24,11.8,113,1,15,11,9,13,9.58
Sean Jensen,35869513,OKC,2023-08-24,10.6,21,1,17,14,17,15,1.98
Vicki Lucas,12893340,DAL,2023-08-24,6.8,14,0,16,6,3,12,2.06
Chris Strong,75702629,HOU,2023-08-24,4.4,50,3,2,18,5,63,11.36
Melody Morris,47601713,STX,2023-08-24,9.2,74,1,5,10,12,3,8.04
Brent Farmer,88724736,HOU,2023-08-24,0.7,6,1,13,10,58,2,8.57
Kaitlyn Riley,59208620,FTW,2023-08-24,9.8,23,1,3,14,53,3,2.35
Hunter Woods,75028321,DAL,2023-08-24,3.3,24,0,9,7,11,2,7.27
Jared Brown,52539361,FTW,2023-08-24,2.7,5,0,10,17,12,15,1.85
Tammy Martinez,70842924,DAL,2023-08-24,3.4,24,0,14,10,6,47,7.06
Amy Griffin,18363974,FTW,2023-08-24,1.8,18,1,69,64,17,3,10.0
Susan Carlson,16135607,OKC,2023-08-24,2.1,12,0,19,6,19,7,5.71
Aaron Gaines,52252216,SHV,2023-08-24,9.9,61,0,15,17,4,3,6.16
Jacob Mccormick,72130366,SHV,2023-08-24,5.6,65,0,5,13,14,19,11.61
Timothy Doyle,7543154,FTW,2023-08-24,1.3,6,1,16,12,2,41,4.62
Alexandria Bass,21931263,SHV,2023-08-24,1.6,8,0,11,13,10,12,5.0
Monique Davis,39583203,STX,2023-08-24,3.0,33,1,7,19,13,7,11.0
James Rhodes,91962453,FTW,2023-08-24,11.8,116,1,6,10,11,8,9.83
Matthew Sanchez,96730712,FTW,2023-08-24,7.5,50,0,12,8,6,6,6.67
Seth Tran,26028559,SHV,2023-08-24,1.1,13,0,4,3,46,16,11.82
Jacob Taylor,82557048,SHV,2023-08-24,10.4,92,1,13,10,3,6,8.85
David West,97218182,FTW,2023-08-24,2.3,14,0,7,6,4,2,6.09
Christina Hernandez,73867417,OKC,2023-08-24,1.6,18,1,6,13,19,17,11.25
James Montoya,80808297,SHV,2023-08-24,6.5,45,1,13,11,7,13,6.92
James Cook,28080912,HOU,2023-08-24,8.2,53,0,19,14,8,17,6.46
Lisa Cox,85448011,OKC,2023-08-24,6.0,51,3,7,11,12,39,8.5
James Thompson,54275980,SHV,2023-08-24,6.9,71,0,11,18,10,8,10.29
Brandy Miller,17426573,DAL,2023-08-24,5.4,55,0,43,44,9,17,10.19
Matthew Smith,33080142,STX,2023-08-24,8.9,25,0,17,16,19,18,2.81
Jeffrey Smith,83152142,STX,2023-08-24,1.5,12,1,5,11,35,19,8.0
Bobby Cummings,30700646,HOU,2023-08-24,11.0,90,0,7,6,9,19,8.18
Sean Robertson,63184988,HOU,2023-08-24,7.8,85,0,6,2,2,13,10.9
Tammy Harris,75592235,STX,2023-08-24,3.8,28,0,18,9,42,11,7.37
Victoria Carlson,64573636,STX,2023-08-24,5.2,29,1,8,11,14,4,5.58
Ryan Brown,56185271,FTW,2023-08-24,10.1,99,1,10,18,13,3,9.8
Benjamin Stephens,34036186,DAL,2023-08-24,3.4,11,0,11,5,14,14,3.24
Douglas Nelson,7837865,OKC,2023-08-24,3.3,19,0,9,4,16,64,5.76
Monica Saunders,77624219,STX,2023-08-24,5.2,61,1,15,5,4,13,11.73
Anne French,35660979,DAL,2023-08-24,1.4,12,0,14,2,16,48,8.57
Brian Fisher,76391571,DAL,2023-08-24,0.8,4,0,7,7,16,14,5.0
Jeanne Williamson,71039737,DAL,2023-08-24,6.2,41,1,2,16,14,3,6.61
Douglas Nichols,77270999,SHV,2023-08-25,3.3,11,1,9,13,17,6,3.33
David Ford,9977034,FTW,2023-08-25,9.6,108,0,2,15,14,14,11.25
Sean Obrien,15537511,HOU,2023-08-25,10.1,75,0,18,11,6,6,7.43
Natalie Hopkins,40497336,SHV,2023-08-25,10.3,59,1,41,25,15,6,5.73
Stacy Turner,73458833,DAL,2023-08-25,4.7,15,0,7,17,68,19,3.19
James Harris,90946995,FTW,2023-08-25,7.7,82,1,2,17,15,11,10.65
Sarah Cook,26413709,SHV,2023-08-25,6.6,42,3,3,16,6,57,6.36
Amy Escobar,24798974,SHV,2023-08-25,9.6,30,0,9,13,2,3,3.12
Latoya Salazar,67499931,OKC,2023-08-25,5.8,41,1,11,17,11,3,7.07
Brenda Anderson,19927556,SHV,2023-08-25,4.6,53,1,2,16,6,4,11.52
Rachel Williams,82865659,FTW,2023-08-25,1.9,16,0,8,9,5,16,8.42
Dana Stewart,60786305,STX,2023-08-25,11.8,72,0,17,10,5,2,6.1
Sandra Harris,96132022,DAL,2023-08-25,8.9,41,1,6,7,48,16,4.61
James Roach,20716601,STX,2023-08-25,0.6,4,1,6,16,6,6,6.67
Anna Arnold,66814478,DAL,2023-08-25,1.6,14,1,13,9,13,4,8.75
Jose Mendoza,69637807,HOU,2023-08-25,3.8,29,0,9,14,4,15,7.63
Charles Lloyd,98201322,OKC,2023-08-25,1.9,12,0,12,8,17,11,6.32
Sheryl Hill,34639709,DAL,2023-08-25,8.4,98,0,12,6,47,57,11.67
David Murray,6339396,DAL,2023-08-25,2.4,26,0,13,19,16,19,10.83
Patricia Jackson,39617078,SHV,2023-08-25,3.9,25,1,16,12,5,12,6.41
Jordan Riggs,45897467,DAL,2023-08-25,3.6,20,0,59,31,19,7,5.56
Gregory Stewart,4886122,HOU,2023-08-25,1.9,15,0,8,14,19,14,7.89
Mark Collier,9309564,OKC,2023-08-25,4.2,25,1,9,12,18,15,5.95
Lauren Singleton,42856486,STX,2023-08-25,5.6,14,1,19,4,7,14,2.5
Ronald Duarte,50493362,SHV,2023-08-25,10.2,69,1,15,17,5,12,6.76
John White,93384238,STX,2023-08-25,10.3,31,1,8,9,5,14,3.01
Sandra Hopkins,48756022,DAL,2023-08-25,9.7,86,0,19,8,6,68,8.87
Jill Perez,18947956,DAL,2023-08-25,1.3,14,1,3,4,2,4,10.77
John Jones,77743148,HOU,2023-08-25,9.8,114,2,12,19,17,69,11.63
Valerie Martinez,11650492,FTW,2023-08-25,0.6,7,0,3,18,3,6,11.67
Chelsea Maddox,66295315,STX,2023-08-25,2.3,18,1,6,10,33,7,7.83
Chase Hammond,23514686,FTW,2023-08-25,10.7,44,1,12,4,8,12,4.11
Dorothy Mcbride,83218580,DAL,2023-08-25,10.2,94,1,19,12,3,18,9.22
Barbara Ryan,17568007,DAL,2023-08-25,4.5,34,1,17,18,3,10,7.56
Lynn Hawkins,87449731,HOU,2023-08-25,3.9,18,0,5,17,14,19,4.62
Clarence Gonzalez,2392005,HOU,2023-08-25,9.2,103,0,19,3,15,8,11.2
Anna Smith,2526554,FTW,2023-08-25,6.1,65,1,9,12,23,18,10.66
Peggy Tate,30840273,FTW,2023-08-25,5.0,37,1,36,28,6,17,7.4
Matthew Miles,88643207,FTW,2023-08-25,4.6,12,0,10,7,3,9,2.61
Ruth Hansen,26410811,OKC,2023-08-25,4.9,43,0,8,12,13,42,8.78
Melissa Jones,92375666,FTW,2023-08-25,8.9,99,0,17,3,6,2,11.12
Jose Lloyd,56962859,FTW,2023-08-25,11.6,74,0,8,19,18,10,6.38
Travis Hernandez,31868090,DAL,2023-08-25,6.9,59,0,11,9,18,10,8.55
Elaine Flores,82308356,OKC,2023-08-25,7.9,43,0,13,2,35,10,5.44
Kiara Williams,9364733,FTW,2023-08-25,1.0,4,1,19,12,4,8,4.0
Erin Johnson,47665349,HOU,2023-08-25,8.9,55,0,2,17,14,18,6.18
Kimberly Lawson,16559716,SHV,2023-08-25,8.8,43,1,15,4,19,2,4.89
Mary Watson,6002164,HOU,2023-08-25,5.0,18,1,5,5,11,11,3.6
David Newton,67750878,STX,2023-08-25,9.3,76,0,15,19,17,14,8.17
Rachel Parsons,26264579,FTW,2023-08-25,3.7,15,1,19,12,6,17,4.05
Karen Mathis,27600905,HOU,2023-08-25,9.4,61,3,8,9,5,22,6.49
Jennifer Bowman,59486462,FTW,2023-08-25,5.4,26,0,17,10,14,14,4.81
Patrick Small,39057094,HOU,2023-08-25,3.7,42,0,18,11,15,11,11.35
Jeremy Fry,1481337,STX,2023-08-25,9.4,80,0,8,4,10,17,8.51
Denise Sanchez,58873729,SHV,2023-08-25,10.4,124,1,35,30,3,10,11.92
Miranda West,46967111,STX,2023-08-25,6.7,44,0,17,7,10,61,6.57
Jose Carroll,34218855,FTW,2023-08-25,2.3,17,0,6,4,31,7,7.39
Roberto Alexander,57320968,FTW,2023-08-25,11.4,128,0,8,6,7,15,11.23
Colin King,27389471,OKC,2023-08-25,8.2,79,0,9,6,19,16,9.63
Ethan Gallegos,3536701,HOU,2023-08-25,2.8,5,1,11,16,9,18,1.79
Brittany Webb,37390235,FTW,2023-08-25,9.3,106,1,10,4,53,14,11.4
Austin Herrera,60256606,STX,2023-08-25,7.4,44,1,7,6,6,27,5.95
Bryan Pham,7886301,STX,2023-08-25,7.7,36,0,19,7,4,9,4.68
Brian Taylor,75222115,FTW,2023-08-25,7.8,88,1,2,4,13,7,11.28
Jennifer Brown,57107385,DAL,2023-08-25,2.6,16,1,5,10,17,3,6.15
Tiffany Smith,69716341,SHV,2023-08-25,6.1,43,1,19,19,8,11,7.05
Kristy Jacobs,68190334,HOU,2023-08-25,2.9,11,0,16,13,8,17,3.79
Tony Powell,20879496,DAL,2023-08-25,3.2,9,1,17,6,12,16,2.81
Brandon Moreno,4793547,DAL,2023-08-25,7.1,55,1,16,9,19,3,7.75
Anna Nelson,14325942,SHV,2023-08-25,5.1,30,1,16,8,57,19,5.88
Jacob Carr,74843235,DAL,2023-08-25,11.6,76,0,12,12,6,17,6.55
Pamela Maldonado,81354516,STX,2023-08-25,4.5,24,0,37,59,6,15,5.33
Ryan Porter,34435132,OKC,2023-08-25,6.7,37,3,17,17,18,28,5.52
Hunter Munoz,80766757,OKC,2023-08-25,5.6,38,0,19,7,3,2,6.79
James Bartlett,92131686,OKC,2023-08-25,5.5,18,0,15,2,19,12,3.27
John Woodward,43839176,DAL,2023-08-25,4.1,17,1,8,8,2,18,4.15
Tina Brown,60561543,DAL,2023-08-25,0.8,2,0,2,8,11,7,2.5
Tina Hernandez,72195856,STX,2023-08-25,10.2,97,0,15,6,4,9,9.51
Monique Ray,64606888,HOU,2023-08-25,5.4,30,0,12,4,16,6,5.56
Dave Graham,11267032,STX,2023-08-25,2.4,18,1,5,2,10,5,7.5
Timothy Mccormick,12800401,STX,2023-08-25,5.4,35,1,15,9,4,9,6.48
Adam Farmer,43978655,DAL,2023-08-25,5.5,50,0,16,11,6,13,9.09
Chris Madden,94850672,OKC,2023-08-25,6.8,49,1,3,14,23,7,7.21
Daniel Ibarra,42835825,HOU,2023-08-25,10.1,106,1,17,4,16,38,10.5
Gary Jennings,17112032,DAL,2023-08-25,3.3,24,0,12,16,46,48,7.27
Tracy Johnson,8933606,STX,2023-08-25,5.2,10,0,8,5,16,8,1.92
Sara Davis,40994287,FTW,2023-08-25,3.4,39,0,5,7,10,17,11.47
Michael Gonzales,94497229,DAL,2023-08-25,3.4,7,1,11,19,7,7,2.06
Michael Leach,87179195,STX,2023-08-25,3.8,27,1,64,62,7,14,7.11
Mark Flowers,41639238,HOU,2023-08-25,5.1,22,1,13,17,4,10,4.31
Janice Farmer,97058780,STX,2023-08-25,2.8,26,0,4,16,14,8,9.29
Jacob Hood,31301588,FTW,2023-08-25,3.7,15,1,18,6,6,6,4.05
Elizabeth Stevenson,94871444,STX,2023-08-25,6.5,53,0,11,15,15,19,8.15
Tanner Romero,34636635,SHV,2023-08-25,1.9,22,1,13,19,18,15,11.58
Karen Wells,69335321,FTW,2023-08-25,7.9,28,3,10,12,8,34,3.54
Erik Thompson,49016266,HOU,2023-08-25,4.8,14,1,10,11,47,6,2.92
Rhonda Brooks,13604223,OKC,2023-08-25,1.5,11,0,18,5,9,9,7.33
Brandon Harrell,33123179,SHV,2023-08-25,11.3,134,1,5,12,17,4,11.86
Caitlin George,47685118,HOU,2023-08-25,2.7,8,1,19,19,12,11,2.96
Eric Jackson,53018010,SHV,2023-08-25,3.5,15,0,14,10,8,14,4.29
Thomas Cummings,57246918,FTW,2023-08-25,7.8,82,0,4,11,18,12,10.51
Heather Fuller,16604091,STX,2023-08-25,2.0,17,0,9,13,17,14,8.5
Jimmy Ruiz,63589781,SHV,2023-08-25,2.6,26,1,7,9,3,10,10.0
Veronica Powell,36801459,OKC,2023-08-25,11.9,81,0,4,16,6,11,6.81
Wanda Stanton,4154277,STX,2023-08-25,9.2,104,1,10,14,17,15,11.3
Tami Cooke,14858504,DAL,2023-08-25,6.3,33,0,30,34,3,65,5.24
Lori Glover,31638930,FTW,2023-08-25,6.9,53,1,17,12,4,9,7.68
Cassandra Mckinney,6676986,FTW,2023-08-25,2.0,19,1,7,5,7,12,9.5
Amanda Edwards,65745320,OKC,2023-08-25,8.8,64,0,5,11,69,2,7.27
Stephanie Williams,94908655,STX,2023-08-25,1.8,8,1,17,18,12,3,4.44
Sean Jensen,35869513,OKC,2023-08-25,2.9,25,0,4,13,7,15,8.62
Vicki Lucas,12893340,DAL,2023-08-25,9.8,66,0,13,18,10,16,6.73
Chris Strong,75702629,HOU,2023-08-25,7.8,65,1,16,2,10,14,8.33
Melody Morris,47601713,STX,2023-08-25,11.8,106,1,13,16,8,37,8.98
Brent Farmer,88724736,HOU,2023-08-25,8.1,86,1,11,8,7,7,10.62
Kaitlyn Riley,59208620,FTW,2023-08-25,2.7,29,1,18,6,10,19,10.74
Hunter Woods,75028321,DAL,2023-08-25,7.5,77,3,3,9,6,27,10.27
Jared Brown,52539361,FTW,2023-08-25,2.5,25,0,14,18,7,17,10.0
Tammy Martinez,70842924,DAL,2023-08-25,1.5,14,0,18,10,13,14,9.33
Amy Griffin,18363974,FTW,2023-08-25,2.4,22,0,13,5,6,6,9.17
Susan Carlson,16135607,OKC,2023-08-25,8.7,33,1,9,19,19,7,3.79
Aaron Gaines,52252216,SHV,2023-08-25,8.8,105,1,11,10,49,4,11.93
Jacob Mccormick,72130366,SHV,2023-08-25,2.7,16,1,44,48,14,13,5.93
Timothy Doyle,7543154,FTW,2023-08-25,5.4,53,0,12,3,9,2,9.81
Alexandria Bass,21931263,SHV,2023-08-25,1.8,21,1,14,14,17,19,11.67
Monique Davis,39583203,STX,2023-08-25,2.8,31,1,5,8,10,14,11.07
James Rhodes,91962453,FTW,2023-08-25,4.3,34,0,5,5,18,11,7.91
Matthew Sanchez,96730712,FTW,2023-08-25,6.6,59,1,3,9,4,45,8.94
Seth Tran,26028559,SHV,2023-08-25,0.7,4,0,9,5,11,8,5.71
Jacob Taylor,82557048,SHV,2023-08-25,6.5,19,0,16,3,19,17,2.92
David West,97218182,FTW,2023-08-25,11.8,77,1,15,16,12,3,6.53
Christina Hernandez,73867417,OKC,2023-08-25,10.1,87,0,4,10,2,17,8.61
James Montoya,80808297,SHV,2023-08-25,6.1,61,0,15,11,30,11,10.0
James Cook,28080912,HOU,2023-08-25,8.7,97,0,3,18,9,11,11.15
Lisa Cox,85448011,OKC,2023-08-25,4.0,15,1,11,7,68,10,3.75
James Thompson,54275980,SHV,2023-08-25,7.3,35,0,10,18,3,2,4.79
Brandy Miller,17426573,DAL,2023-08-25,6.2,23,1,9,8,9,10,3.71
Matthew Smith,33080142,STX,2023-08-25,8.1,94,0,15,5,10,19,11.6
Jeffrey Smith,83152142,STX,2023-08-25,2.9,27,3,3,11,11,38,9.31
Bobby Cummings,30700646,HOU,2023-08-25,11.3,135,0,32,24,3,17,11.95
Sean Robertson,63184988,HOU,2023-08-25,6.8,19,0,4,4,19,14,2.79
Tammy Harris,75592235,STX,2023-08-25,8.9,23,1,14,12,6,17,2.58
Victoria Carlson,64573636,STX,2023-08-25,6.7,45,0,7,9,16,54,6.72
Ryan Brown,56185271,FTW,2023-08-25,7.4,37,1,18,14,5,19,5.0
Benjamin Stephens,34036186,DAL,2023-08-25,2.0,13,0,2,5,4,4,6.5
Douglas Nelson,7837865,OKC,2023-08-25,2.1,4,1,2,11,4,18,1.9
Monica Saunders,77624219,STX,2023-08-25,1.3,5,1,7,16,14,4,3.85
Anne French,35660979,DAL,2023-08-25,7.5,36,1,2,3,26,13,4.8
Brian Fisher,76391571,DAL,2023-08-25,9.3,100,0,8,16,10,11,10.75
Jeanne Williamson,71039737,DAL,2023-08-25,11.1,75,1,12,6,8,45,6.76
Douglas Nichols,77270999,SHV,2023-08-28,10.6,46,1,6,15,16,14,4.34
David Ford,9977034,FTW,2023-08-28,7.8,28,1,19,3,4,19,3.59
Sean Obrien,15537511,HOU,2023-08-28,8.6,75,0,11,10,6,16,8.72
Natalie Hopkins,40497336,SHV,2023-08-28,5.6,31,1,5,18,15,8,5.54
Stacy Turner,73458833,DAL,2023-08-28,9.2,18,1,13,16,11,17,1.96
James Harris,90946995,FTW,2023-08-28,8.7,86,0,9,9,6,16,9.89
Sarah Cook,26413709,SHV,2023-08-28,6.8,55,1,54,21,59,11,8.09
Amy Escobar,24798974,SHV,2023-08-28,9.1,33,1,11,3,10,14,3.63
Latoya Salazar,67499931,OKC,2023-08-28,2.5,21,1,18,6,17,16,8.4
Brenda Anderson,19927556,SHV,2023-08-28,10.3,90,1,18,3,3,9,8.74
Rachel Williams,82865659,FTW,2023-08-28,1.8,19,2,14,19,61,60,10.56
Dana Stewart,60786305,STX,2023-08-28,0.7,7,1,9,16,18,13,10.0
Sandra Harris,96132022,DAL,2023-08-28,7.2,84,1,8,16,17,19,11.67
James Roach,20716601,STX,2023-08-28,1.5,10,0,12,9,9,8,6.67
Anna Arnold,66814478,DAL,2023-08-28,11.6,105,1,10,17,2,17,9.05
Jose Mendoza,69637807,HOU,2023-08-28,4.0,18,1,11,9,9,13,4.5
Charles Lloyd,98201322,OKC,2023-08-28,8.5,70,1,14,5,5,5,8.24
Sheryl Hill,34639709,DAL,2023-08-28,10.0,107,1,12,7,3,2,10.7
David Murray,6339396,DAL,2023-08-28,5.6,20,1,15,8,10,13,3.57
Patricia Jackson,39617078,SHV,2023-08-28,1.3,7,0,8,18,6,11,5.38
Jordan Riggs,45897467,DAL,2023-08-28,4.2,44,1,5,15,5,6,10.48
Gregory Stewart,4886122,HOU,2023-08-28,7.7,39,0,4,15,16,60,5.06
Mark Collier,9309564,OKC,2023-08-28,2.0,10,0,5,3,12,6,5.0
Lauren Singleton,42856486,STX,2023-08-28,8.8,22,0,33,46,60,8,2.5
Ronald Duarte,50493362,SHV,2023-08-28,10.2,57,1,13,10,2,2,5.59
John White,93384238,STX,2023-08-28,7.5,64,1,2,7,17,6,8.53
Sandra Hopkins,48756022,DAL,2023-08-28,2.2,6,0,12,3,8,8,2.73
Jill Perez,18947956,DAL,2023-08-28,10.8,107,1,14,11,8,6,9.91
John Jones,77743148,HOU,2023-08-28,4.4,47,0,16,13,19,7,10.68
Valerie Martinez,11650492,FTW,2023-08-28,1.3,15,0,18,11,13,19,11.54
Chelsea Maddox,66295315,STX,2023-08-28,1.3,10,0,3,5,42,8,7.69
Chase Hammond,23514686,FTW,2023-08-28,8.1,28,0,16,9,16,16,3.46
Dorothy Mcbride,83218580,DAL,2023-08-28,9.8,65,2,12,10,16,42,6.63
Barbara Ryan,17568007,DAL,2023-08-28,9.6,93,1,15,18,5,13,9.69
Lynn Hawkins,87449731,HOU,2023-08-28,6.9,67,1,11,5,4,17,9.71
Clarence Gonzalez,2392005,HOU,2023-08-28,7.5,86,0,9,18,19,16,11.47
Anna Smith,2526554,FTW,2023-08-28,6.6,36,0,12,4,46,13,5.45
Peggy Tate,30840273,FTW,2023-08-28,9.7,46,0,8,17,11,18,4.74
Matthew Miles,88643207,FTW,2023-08-28,7.6,49,1,2,17,14,4,6.45
Ruth Hansen,26410811,OKC,2023-08-28,5.4,42,1,17,6,3,3,7.78
Melissa Jones,92375666,FTW,2023-08-28,7.6,56,0,37,27,8,17,7.37
Jose Lloyd,56962859,FTW,2023-08-28,3.4,20,0,12,16,7,18,5.88
Travis Hernandez,31868090,DAL,2023-08-28,1.5,6,1,4,16,2,12,4.0
Elaine Flores,82308356,OKC,2023-08-28,10.6,49,1,12,9,8,25,4.62
Kiara Williams,9364733,FTW,2023-08-28,2.3,24,1,6,16,18,5,10.43
Erin Johnson,47665349,HOU,2023-08-28,3.0,24,1,9,4,12,2,8.0
Kimberly Lawson,16559716,SHV,2023-08-28,0.6,5,0,12,14,12,12,8.33
Mary Watson,6002164,HOU,2023-08-28,5.3,45,1,17,3,18,14,8.49
David Newton,67750878,STX,2023-08-28,10.5,58,0,17,2,18,19,5.52
Rachel Parsons,26264579,FTW,2023-08-28,8.9,32,1,13,5,44,8,3.6
Karen Mathis,27600905,HOU,2023-08-28,6.1,43,0,7,8,14,26,7.05
Jennifer Bowman,59486462,FTW,2023-08-28,11.1,117,1,7,7,6,11,10.54
Patrick Small,39057094,HOU,2023-08-28,11.8,44,1,15,5,18,16,3.73
Jeremy Fry,1481337,STX,2023-08-28,9.2,69,0,4,8,17,14,7.5
Denise Sanchez,58873729,SHV,2023-08-28,5.0,47,3,12,5,45,60,9.4
Miranda West,46967111,STX,2023-08-28,11.4,26,1,14,18,4,8,2.28
Jose Carroll,34218855,FTW,2023-08-28,10.1,88,0,14,12,3,10,8.71
Roberto Alexander,57320968,FTW,2023-08-28,5.9,34,1,36,52,12,3,5.76
Colin King,27389471,OKC,2023-08-28,9.9,31,1,15,8,4,3,3.13
Ethan Gallegos,3536701,HOU,2023-08-28,3.7,14,1,7,16,12,18,3.78
Brittany Webb,37390235,FTW,2023-08-28,8.3,51,1,16,6,7,15,6.14
Austin Herrera,60256606,STX,2023-08-28,7.8,35,0,6,2,16,2,4.49
Bryan Pham,7886301,STX,2023-08-28,6.4,53,1,15,13,23,17,8.28
Brian Taylor,75222115,FTW,2023-08-28,6.1,44,1,8,2,18,4,7.21
Jennifer Brown,57107385,DAL,2023-08-28,8.2,69,0,14,2,11,9,8.41
Tiffany Smith,69716341,SHV,2023-08-28,9.4,56,1,14,17,18,37,5.96
Kristy Jacobs,68190334,HOU,2023-08-28,2.8,28,1,17,13,4,16,10.0
Tony Powell,20879496,DAL,2023-08-28,10.6,87,0,17,11,8,19,8.21
Brandon Moreno,4793547,DAL,2023-08-28,10.6,77,1,6,19,13,16,7.26
Anna Nelson,14325942,SHV,2023-08-28,7.6,59,1,10,9,13,5,7.76
Jacob Carr,74843235,DAL,2023-08-28,4.1,45,0,7,8,16,15,10.98
Pamela Maldonado,81354516,STX,2023-08-28,2.0,7,1,19,2,11,13,3.5
Ryan Porter,34435132,OKC,2023-08-28,1.9,14,1,12,2,12,14,7.37
Hunter Munoz,80766757,OKC,2023-08-28,9.6,85,0,17,6,16,16,8.85
James Bartlett,92131686,OKC,2023-08-28,8.5,63,1,51,56,12,8,7.41
John Woodward,43839176,DAL,2023-08-28,7.1,77,0,11,6,30,6,10.85
Tina Brown,60561543,DAL,2023-08-28,10.4,38,3,2,9,3,46,3.65
Tina Hernandez,72195856,STX,2023-08-28,2.9,6,1,12,2,19,15,2.07
Monique Ray,64606888,HOU,2023-08-28,2.5,11,1,11,5,59,7,4.4
Dave Graham,11267032,STX,2023-08-28,4.4,25,1,18,17,14,46,5.68
Timothy Mccormick,12800401,STX,2023-08-28,8.2,82,0,12,18,17,15,10.0
Adam Farmer,43978655,DAL,2023-08-28,8.8,60,0,15,6,18,12,6.82
Chris Madden,94850672,OKC,2023-08-28,11.3,77,1,8,3,17,13,6.81
Daniel Ibarra,42835825,HOU,2023-08-28,3.6,14,1,9,13,9,7,3.89
Gary Jennings,17112032,DAL,2023-08-28,7.6,53,0,17,15,8,3,6.97
Tracy Johnson,8933606,STX,2023-08-28,8.4,39,1,4,12,3,9,4.64
Sara Davis,40994287,FTW,2023-08-28,11.0,57,0,14,12,6,18,5.18
Michael Gonzales,94497229,DAL,2023-08-28,5.9,27,1,8,9,2,35,4.58
Michael Leach,87179195,STX,2023-08-28,3.0,8,0,17,18,61,3,2.67
Mark Flowers,41639238,HOU,2023-08-28,9.9,69,1,8,13,8,18,6.97
Janice Farmer,97058780,STX,2023-08-28,9.9,94,1,3,3,3,8,9.49
Jacob Hood,31301588,FTW,2023-08-28,11.1,67,0,39,40,5,7,6.04
Elizabeth Stevenson,94871444,STX,2023-08-28,6.8,33,0,4,10,9,3,4.85
Tanner Romero,34636635,SHV,2023-08-28,2.9,32,0,12,10,4,19,11.03
Karen Wells,69335321,FTW,2023-08-28,4.3,25,0,18,13,13,19,5.81
Erik Thompson,49016266,HOU,2023-08-28,8.9,65,0,2,5,15,10,7.3
Rhonda Brooks,13604223,OKC,2023-08-28,1.4,5,1,11,4,6,10,3.57
Brandon Harrell,33123179,SHV,2023-08-28,3.2,16,1,15,17,9,2,5.0
Caitlin George,47685118,HOU,2023-08-28,8.9,42,2,17,12,12,38,4.72
Eric Jackson,53018010,SHV,2023-08-28,1.2,11,1,7,11,10,13,9.17
Thomas Cummings,57246918,FTW,2023-08-28,0.6,7,0,6,14,11,18,11.67
Heather Fuller,16604091,STX,2023-08-28,1.8,6,1,7,7,43,13,3.33
Jimmy Ruiz,63589781,SHV,2023-08-28,6.3,20,0,17,3,35,13,3.17
Veronica Powell,36801459,OKC,2023-08-28,1.7,16,1,12,15,11,7,9.41
Wanda Stanton,4154277,STX,2023-08-28,5.2,43,0,14,18,17,16,8.27
Tami Cooke,14858504,DAL,2023-08-28,2.2,16,1,4,10,2,10,7.27
Lori Glover,31638930,FTW,2023-08-28,7.3,18,1,10,12,18,19,2.47
Cassandra Mckinney,6676986,FTW,2023-08-28,5.2,32,1,4,19,6,9,6.15
Amanda Edwards,65745320,OKC,2023-08-28,5.8,56,0,29,29,7,25,9.66
Stephanie Williams,94908655,STX,2023-08-28,8.4,81,1,14,15,18,55,9.64
Sean Jensen,35869513,OKC,2023-08-28,8.3,99,1,9,12,8,5,11.93
